drug_name,brand_name,dosage,rating,review,activity,prescription,preg,csa,alcohol,allergy,disease_list
Nasonex 24HR Allergy,[None],[None],,,0,OTC,C,N,,"['an active or chronic infection', 'glaucomaor cataracts', 'herpes simplex virus of your eyes', 'tuberculosisor any other infection or illness', 'sores or ulcers inside your nose', 'nasal surgery or injury to your nose', 'if you are not feeling well or have symptoms that you do not understand']",Hayfever
NoHist LQ,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Novahistine,['Novahistine; Triaminic Cold/Allergy'],[None],,,0,Rx/OTC,N,N,X,[None],Hayfever
Odactra,[None],[None],,,0,Rx,,N,X,"['you have severe or uncontrolled asthma', 'you have had an allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing', 'you are younger than 18 years or older than 65 years']",Hayfever
Oralair,[None],[None],,,0,Rx,B,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Hayfever
Phena-Plus,['Chlorex-A 12 ; Conal ; Nalex A 12 ; MyHist-PD ; Phena-Plus;'],['2 mg'],,,0,Rx,C,N,X,"['severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems']",Hayfever
Phenagil,['Actifed Cold and Allergy ; Allerest PE ; ChlorTan D ; Cold and Allergy Relief; Ed A-Hist ;'],[None],,,0,Rx/OTC,N,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
pheniramine / phenylephrine,['Alahist D'],[None],,,0,OTC,,N,X,"['asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'anenlarged prostateand urination problems', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
phenylephrine / promethazine,['Phenergan VC ; Promethazine VC Plain ; Promethazine VC'],[None],,,0,Rx,C,N,X,"['asthma or COPD', 'high blood pressure', 'coronary artery disease']",Hayfever
Polmon,[None],[None],,,0,Rx,B,N,X,[None],Hayfever
Propel,['Nasonex; Propel; Sinuva'],[None],,,0,Rx,C,N,,"['an active or chronicinfection', 'glaucomaor cataracts', 'herpes simplexvirus of your eyes', 'tuberculosisor any other infection or illness', 'sores or ulcers inside your nose', 'nasal surgery or injury to your nose', 'if you are not feeling well or have symptoms that you do not understand']",Hayfever
pseudoephedrine / triprolidine,['Aphedrid ; A-Phedrin ; Aprodine ; Vi-Sudo ; Wal-Act;'],['60 mg'],9.0,10,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
ragweed pollen allergen extract,['Ragwitek'],[None],,,0,Rx,C,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Hayfever
Ragwitek,[None],[None],,,0,Rx,C,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Hayfever
Ru-Hist D,"[""Children's Cold and Allergy; Dimetapp Cold and Allergy; Ru-Hist D; Rynex PE ; Brohist D ;""]",[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
Ru-Hist Forte,['Chlorex-A 12 ; Conal ; Nalex A 12 ; MyHist-PD ; Phena-Plus ;'],['4 mg'],,,0,Rx,C,N,X,"['severe coronary artery disease', 'diabetes', 'overactive thyroid', 'asthma, pneumonia, or other breathing problems']",Hayfever
Ryaltris,[None],[None],10,2,0,Rx,,N,X,[None],Hayfever
Ryclora,[None],[None],,,0,Rx,B,N,X,"['severe or uncontrolledhigh blood pressure(hypertension)', 'severecoronary artery disease(clogged arteries)', 'astomach ulce', 'narrow-angle glaucoma', 'if you are unable to urinate', 'if you are having an asthma attack']",Hayfever
Rymed,[None],['2 mg'],,,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such as emphysema orchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'kidney disease', 'a thyroid disorde']",Hayfever
Rynex PE,"[""Children's Cold and Allergy; Dimetapp Cold and Allergy; Ru-Hist D ; Rynex PE; Brohist D ;""]",[None],,,0,Rx/OTC,C,N,X,"['a breathing problem such asemphysemaorchronic bronchitis', 'diabetes', 'high blood pressure,heart disease', 'anenlarged prostateor urination problems', 'glaucoma', 'overactive thyroid']",Hayfever
Ryvent,['Karbinal ER ; Ryvent'],[None],,,0,Rx,C,N,X,"['glaucoma', 'astomach ulce', 'a blockage in your digestive tract (stomach or intestines)', 'a thyroid disorde', 'heart problems,high blood pressure', 'liver or kidney disease', 'asthma or sulfite allergy', 'anenlarged prostate', 'urination problems', 'low blood pressure']",Hayfever
Semprex-D,[None],['8 mg'],10,10,0,Rx,B,N,X,[None],Hayfever
Sinuva,['Nasonex; Propel ; Sinuva'],[None],,,0,Rx,C,N,,"['an active or chronicinfection', 'glaucomaor cataracts', 'herpes simplexvirus of your eyes', 'tuberculosisor any other infection or illness', 'sores or ulcers inside your nose', 'nasal surgery or injury to your nose', 'if you are not feeling well or have symptoms that you do not understand']",Hayfever
SuTan-DM,['Abatuss DMX ; Deltuss DMX ; Bromatan Plus ; SuTan-DM'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'glaucoma', 'kidney disease', 'liver disease', 'diabetes', 'heart diseaseor high blood pressure', 'a thyroid disorde', 'cough with mucus, or cough caused by emphysema or chronic bronchitis', 'enlarged prostateor urination problems', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
timothy grass pollen allergen extract,['Grastek'],[None],,,0,Rx,B,N,X,"['severe or uncontrolled asthma', 'a history of allergic reaction that affected your esophagus (the tube that connects your mouth and stomach) and causedheartburnor trouble swallowing']",Hayfever
Triaminic Softchews Cold and Allergy,['Allerest Maximum Strength ; Dicel ; LoHist-D ; SudoGest Sinus and Allergy; Triaminic Softchew Cold and Allergy;'],[None],,,0,Rx/OTC,C,N,X,"['asthma or COPD, cough with mucus, or cough caused by smoking, emphysema, orchronic bronchitis', 'a blockage in your stomach or intestines', 'kidney orliver disease', 'high blood pressure,heart disease,coronary artery disease, or recent heart attack', 'enlarged prostateor urination problems', 'glaucoma', 'diabetes', 'epilepsy or other seizure disorde', 'pheochromocytoma(an adrenal gland tumor)', 'overactive thyroid', 'if you take potassium (Cytra, Epiklor, K-Lyte, K-Phos, Kaon, Klor-Con, Polycitra, Urocit-K)']",Hayfever
Vi-Sudo,['Aphedrid ; A-Phedrin ; Aprodine ; Vi-Sudo; Wal-Act; Histafed'],[None],,,0,Rx/OTC,C,N,X,"['asthma or other breathing disorder such asemphysemaorchronic bronchitis', 'high blood pressure,heart disease', 'glaucoma', 'diabetes', 'a thyroid disorde']",Hayfever
Zetonna,['Zetonna'],[None],,,0,Rx,C,N,,"['asthma,tuberculosis, or other lung problems', 'any type ofinfectioncaused by bacteria, virus, fungus, or parasites', 'glaucoma, cataracts, or herpes infection of the eyes', 'a sore inside your nose that has not yet healed', 'a recent nose injury orsurgery', 'not been vaccinated for or not had chickenpox ormeasles']",Hayfever
alendronate,['Binosto ; Fosamax'],['10 mg'],2.9,123,100,Rx,C,N,,"['low levels of calcium in your blood (hypocalcemia)', 'problems with the muscles in your esophagus (the tube that connects your mouth and stomach)']",Osteoporosis
calcium / vitamin d,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],['500 mg'],9.0,5,57,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
Fosamax,['Binosto ; Fosamax'],['35 mg'],2.6,59,56,Rx,C,N,,"['low levels of calcium in your blood (hypocalcemia)', 'problems with the muscles in your esophagus (the tube that connects your mouth and stomach)']",Osteoporosis
Prolia,[None],['60 mg'],2.8,364,56,Rx,X,N,,[None],Osteoporosis
Calcium 600 D,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],[None],,,34,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
Evenity,[None],[None],6.2,59,34,Rx,,N,,"['heart problems', 'a blood vessel disorde', 'a stroke or heart attack', 'hypocalcemia (low levels of calcium in your blood)', 'kidney disease (or if you are on dialysis)', 'if you cannot take calcium and vitamin D supplements every day']",Osteoporosis
calcium carbonate,['Alka-Mints ; Alka-Seltzer Cool Action Heartburn Relief; Alka-Seltzer Extra Strength Heartburn Relief; Calcium Oyster Shell ; Cal-Gest ;'],['750 mg'],0.0,1,33,OTC,N,N,,"['kidney disease', 'kidney stones', 'cance', 'a parathyroid gland disorde', 'high levels of calcium in your blood']",Osteoporosis
romosozumab,['Evenity'],[None],6.3,62,31,Rx,,N,,[None],Osteoporosis
Boniva,[None],['5 mg'],3.3,79,30,Rx,C,N,,"['severe kidney disease', 'low blood levels of calcium (hypocalcemia)']",Osteoporosis
Actonel,['Actonel; Atelvia'],['30 mg'],3.0,21,26,Rx,C,N,,"['low levels of calcium in your blood (hypocalcemia)', 'problems with the muscles in your esophagus (the tube that connects your mouth and stomach)']",Osteoporosis
Reclast,[None],[None],5.2,208,24,Rx,D,N,,"['low levels of calcium in your blood (hypocalcemia)', 'severe kidney disease']",Osteoporosis
Forteo,[None],[None],5.3,155,23,Rx,C,N,,"[""Paget's diseaseor a bone disease other than osteoporosis"", 'bone cancer or radiation treatment', 'a genetic condition that increases your risk of bone cance', 'overactive parathyroid glands', 'high blood levels of calcium', 'a painful skin condition caused by too much calcium', 'kidney failure', 'a kidney stone', 'an autoimmune disorder such asrheumatoid arthritis,lupus, orpsoriasis']",Osteoporosis
Evista,[None],['60 mg'],7.4,8,18,Rx,X,N,,"['heart problems, irregular heartbeats', 'a heart attack or stroke, including ""mini-stroke""', 'high blood pressure', 'cance', 'if you smoke']",Osteoporosis
Caltrate 600+D,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],[None],9.0,2,14,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
calcium citrate,['Citracal; Citracal Liquitab; Calcitrate'],[None],,,13,Rx/OTC,C,N,,"['kidney disease', 'kidney stones', 'cance', 'a parathyroid gland disorde', 'high levels of calcium in your blood']",Osteoporosis
Citracal + D,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],[None],,,11,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
raloxifene,['Evista'],['60 mg'],5.7,12,11,Rx,X,N,,"['heart problems, irregular heartbeats', 'a heart attack or stroke, including ""mini-stroke""', 'high blood pressure', 'cance', 'if you smoke']",Osteoporosis
risedronate,['Actonel ; Atelvia'],['35 mg'],2.9,63,11,Rx,C,N,,"['low levels of calcium in your blood (hypocalcemia)', 'problems with the muscles in your esophagus (the tube that connects your mouth and stomach)']",Osteoporosis
Caltrate,[None],[None],,,10,OTC,N,N,,[None],Osteoporosis
ibandronate,['Boniva ; Bondronat'],['150 mg'],3.2,95,10,Rx,C,N,,"['severe kidney disease', 'low blood levels of calcium (hypocalcemia)']",Osteoporosis
Premarin,[None],['625 mg'],10,4,10,Rx,X,N,,"['unusual vaginal bleeding that has not been checked by a doct', 'liver disease', 'a history of heart attack, stroke, or blood clot', 'an increased risk of having blood clots due to a heart problem or a hereditary blood disorde', 'a history of hormone-related cancer, or cancer of the breast, uterus/cervix, or vagina']",Osteoporosis
denosumab,['Prolia'],['60 mg'],2.8,372,9,Rx,X,N,,"['low levels of calcium in your blood (hypocalcemia)', 'if you are pregnant']",Osteoporosis
calcitonin,['Miacalcin'],[None],4.1,9,8,Rx,C,N,,['low levels of calcium in your blood (hypocalcemia)'],Osteoporosis
Atelvia,['Actonel ; Atelvia'],['35 mg'],4.7,3,7,Rx,C,N,,"['low levels of calcium in your blood (hypocalcemia)', 'problems with the muscles in your esophagus (the tube that connects your mouth and stomach)']",Osteoporosis
Zometa,[None],[None],3.3,13,7,Rx,D,N,,"['low levels of calcium in your blood (hypocalcemia)', 'severe kidney disease']",Osteoporosis
teriparatide,['Forteo'],[None],5.3,162,6,Rx,C,N,,"[""Paget's diseaseor a bone disease other than osteoporosis"", 'bone canceror radiation treatment', 'a genetic condition that increases your risk of bone cance', 'overactive parathyroid glands', 'high blood levels of calcium', 'a painful skin condition caused by too much calcium', 'kidney failure', 'a kidney stone', 'an autoimmune disorder such asrheumatoid arthritis, lupus, orpsoriasis']",Osteoporosis
zoledronic acid,['Reclast ; Zometa ; Zometa Concentrate; Aclasta'],[None],4.9,288,6,Rx,D,N,,"['low levels of calcium in your blood (hypocalcemia)', 'severe kidney disease']",Osteoporosis
Binosto,['Binosto; Fosamax'],['70 mg'],,,5,Rx,C,N,,"['low levels of calcium in your blood (hypocalcemia)', 'problems with the muscles in your esophagus (the tube that connects your mouth and stomach)']",Osteoporosis
alendronate / cholecalciferol,['Fosamax Plus D'],['70 mg'],,,4,Rx,C,N,,"['low blood calcium (hypocalcemia)', 'a cancer such assarcoidosis, leukemia, lymphoma', 'avitamin D deficiency', 'kidney disease', 'an ulcer in your stomach or esophagus']",Osteoporosis
Tymlos,[None],[None],4.7,101,4,Rx,,N,,"[""Paget's diseaseor a bone disease other than osteoporosis"", 'high blood levels of calcium', 'overactive parathyroid glands', 'bone cancer or radiation treatment involving your bones', 'a kidney stone', 'trouble injecting yourself with Tymlos and you do not have someone to help you']",Osteoporosis
Calcium Oyster Shell,['Alka-Mints ; Alka-Seltzer Cool Action Heartburn Relief; Alka-Seltzer Extra Strength Heartburn Relief; Calcium Oyster Shell; Cal-Gest ;'],[None],,,3,OTC,N,N,,"['kidney disease', 'kidney stones', 'cance', 'a parathyroid gland disorde', 'high levels of calcium in your blood']",Osteoporosis
Fosamax Plus D,[None],['70 mg'],,,3,Rx,C,N,,"['low blood calcium (hypocalcemia)', 'a cancer such as sarcoidosis, leukemia, lymphoma', 'a vitamin D deficiency', 'kidney disease', 'an ulcer in your stomach or esophagus']",Osteoporosis
Aclasta,['Aclasta; Zometa ; Reclast'],[None],4.3,28,2,Rx,D,N,,[None],Osteoporosis
Calci-Chew,['Cal-Mint ; Calci-Chew Drug classes: Antacids ; Minerals and electrolytes'],[None],,,2,OTC,N,N,,[None],Osteoporosis
Citracal Maximum,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],[None],8.0,1,2,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
conjugated estrogens,['Premarin ; Premarin Intravenous ; Cenestin ; Enjuvia'],['625 mg'],10,5,2,Rx,X,N,,"['unusual vaginal bleeding that has not been checked by a doct', 'liver disease', 'a history of heart attack, stroke, or blood clot', 'an increased risk of having blood clots due to a heart problem or a hereditary blood disorde', 'a history of hormone-related cancer, or cancer of the breast, uterus/cervix, or vagina']",Osteoporosis
Miacalcin,['Fortical ; Miacalcin Nasal'],[None],1.0,1,2,Rx,C,N,,"['high levels of calcium in your blood (hypercalcemia)', 'any nasal or sinus problems such as nasal deformities, a chronic infection, or nasal pain']",Osteoporosis
Os-Cal Calcium+D3,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],['500 mg'],0.0,1,2,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
Oyster Shell Calcium 500,['Alka-Mints ; Alka-Seltzer Cool Action Heartburn Relief; Alka-Seltzer Extra Strength Heartburn Relief; Calcium Oyster Shell ; Cal-Gest ;'],[None],,,2,OTC,N,N,,"['kidney disease', 'kidney stones', 'cance', 'a parathyroid gland disorde', 'high levels of calcium in your blood']",Osteoporosis
Oyster Shell Calcium with Vitamin D,['Calcet ; Calcet Petites ; Calcium 500+D; Calcium 600+D; Calcium Plus Vitamin D3;'],[None],,,2,OTC,C,N,,"['kidney disease', 'kidney stones', 'heart disease', 'cance', 'high levels of calcium in your blood', 'circulation problems', 'a parathyroid gland disorde']",Osteoporosis
